text
"O objetivo È dar amparo imediato a mulheres neste tipo de situaÁ„o crÌtica, o que muitas vezes acaba demorando para acontecer, custando caro para a integridade fÌsica e para a vida da vÌtima."
Sancionamos no dia de ontem projeto de lei que d· permiss„o a autoridades policiais de conceder medidas protetivas de urgÍncia a mulheres com vida ou integridade fÌsica ameaÁadas na ausÍncia de um juiz de plant„o e/ou indisponibilidade de uma delegacia em seu municÌpio.
Nossa equipe encontrou indÌcios de fraudes no recebimento do benefÌcio do seguro-defeso que podem chegar a um prejuÌzo de R$ 2 BILH’ES/ano. Quase 70% dos cadastros estariam em situaÁ„o irregular. Com o novo cadastro e garantiremos o destino certo destes recursos. https://t.co/v87sjuLyhO
N„o esqueÁamos que precisamos do Congresso para que possamos definitivamente decolar economicamente e realizar as t„o necess·rias transformaÁıes econÙmicas que o Brasil precisa.
"Um vag„o tem capacidade para transportar cerca de 45 ton de produtos, 5 ton a mais do que um caminh„o. Para carregar um navio de gr„os, s„o necess·rios, em mÈdia, 1.500 vagıes, ou 1.800 caminhıes. Trabalhamos por todas as vias para facilitar a vida dos brasileiros."
"Entre janeiro e abril de 2018, o volume de carga transportada por cabotagem foi de 750.829 ton. Neste ano, foram 797.348 ton. Trabalhamos para que os custos logÌsticos portu·rios sejam reduzidos e consideramos saud·vel o uso de modais alternativos  com impacto direto nos custos."
"O escoamento de carga por trens atÈ os portos do Paran· cresceu 15% nos 4 primeiros meses do ano comparado com 2018. Entre janeiro e abril, 61 mil vagıes movimentaram 3,2 milhıes de toneladas, informou a administraÁ„o dos Portos do PR, e isso vem o ocorrendo cada vez no Brasil."
https://t.co/3QKCCegJV0
"Ao invÈs de financiar atos e ìestudos cientÌficosî dos mesmos de sempre e ONGs, vamos destinar recursos para buscar solucionar os reais problemas do Brasil. Isso È atuar em prol do meio ambiente e n„o a favor de uma manipuladora, sombria e esperta agenda. Via @rsallesmma https://t.co/kZvYAPO7V8"
ARMAS: https://t.co/LYHy4R7Fif (traduÁ„o @emb_resistencia )
Paulo Guedes no FÛrum Nacional no BNDES. https://t.co/zHkfV4I84f
"Dados oficiais dos estados confirmam queda de 24% dos homicÌdios no Brasil no primeiro trimestre deste ano em relaÁ„o ao mesmo perÌodo de 2018. ìEspecialistasî dir„o que a queda n„o tem relaÁ„o com nossas aÁıes, mas se o n˙mero tivesse aumentado, certamente culpariam o governo."
"Governo Federal moderniza as normas de sa˙de, simplificando, desburocratizando, dando agilidade ao processo de utilizaÁ„o de maquin·rios, atendimento ‡ populaÁ„o e geraÁ„o de empregos. Via @MinEconomia . Entenda: https://t.co/ptACrAcSap"
"Porque se os combatermos, todos os demais benefÌcios, com menos  intervenÁ„o do estado possÌvel vÍm a reboque. Vamos cobrar de todos os poderes para que possamos avanÁar cada vez mais r·pido nas pautas que verdadeiramente interessam a sociedade."
"Teremos cada vez mais vantagem intelectual e se as leis forem aprovadas pelo Congresso, garantias para proteger a populaÁ„o diante dos maiores males que assolam todo o brasileiro: a impunidade e violÍncia."
"Comporemos um Centro Integrado de InteligÍncia por regi„o do paÌs, envolvendo agentes de seguranÁa p˙blica estaduais e municipais, com o m·ximo de informaÁıes possÌveis combatendo o crime organizado, o tr·fico de drogas e armas que gira em torno do Brasil."
"O trabalho conjunto com o Ministro @SF_Moro , vem rendendo excelentes expectativas mesmo que o Congresso Nacional ainda n„o tenha analisado projetos de apelo sociais vitais para o combate ‡ inseguranÁa p˙blica, como o pacote anticrimes e tantos projetos de interesse social. https://t.co/F9o4H9VIYu"
<U+0001F1E7><U+0001F1F7><U+0001F44D><U+0001F3FB><U+0001F449><U+0001F3FB><U+0001F449><U+0001F3FB> https://t.co/9sY4vAmFUu
"Boa entrevista com @Miltonneves , hoje pela parte da manh„, na r·dio Bandeirantes (12/052019). Link no youtube: https://t.co/sTMhiuTbKo"
"- FELIZ DIA DAS M√ES. 

- Essa È a minha, 92 aninhos.

- Um abraÁo a todos. https://t.co/i6lJeBq9jJ"
"Hoje (12/05/2019), entrarei ao vivo na R·dio Bandeirantes com @Miltonneves ‡s 11:30h. https://t.co/pEHa2or4UD"
"O Potencial de ecoturismo no Brasil È um dos maiores do mundo. Precisamos de boa infraestrutura ao turista e condiÁıes favor·veis ao investimento mediante concessıes respons·veis, envolvendo moradores das regiıes gerando consciÍncia social, emprego e economia. Via @rsallesmma https://t.co/OvYGhjTRGN"
"A convite do Presidente da CEF falei para seus servidores nesse 10/maio.

Muita emoÁ„o e um sentimento de brasilidade que est·, como regra, nos mais humildes. Link no youtube: https://t.co/XkT6TuXfCx"
"Por isso tambÈm ressalto a necessidade de garantir a liberdade nessa importante ferramenta que È a internet, para que nunca mais a populaÁ„o seja afastada do que acontece no cen·rio polÌtico brasileiro e outras liberdades sejam atacadas ‡s sombras. Boa tarde a todos!"
"Por isso precisamos cada vez mais que todos vocÍs estejam incluÌdos nesse processo, cobrando, inclusive, do governo. Queremos reproduzir os valores da populaÁ„o brasileira e resgatar nossa identidade como naÁ„o. SÛ assim, juntos, conseguiremos mudar de vez o futuro do Brasil!"
