"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","barrel"
"SI",2020-08-22,95.7,-2.15,5.21,"Castro, Miguel",607680,612434,"field_out","hit_into_play",NA,NA,NA,NA,5,"Kevin Pillar pops out to second baseman Hanser Alberto.","R","R","R","BAL","BOS","X",4,"popup",0,1,2020,-1.41,0.66,-0.21,2.62,502110,593428,519048,2,10,"Top",139.06,134.34,NA,NA,642082,NA,NA,8.33401772135384,-139.062003422822,-2.67009418975938,-20.1186741061312,31.8010272250358,-23.2596612635486,3.28,1.58,161,95.3,65,95.9,2508,6.5,631667,612434,642082,642162,593643,547004,623205,592863,656775,623993,-2.15,0.007,0.006,0,1,0,0,3,79,2,"Sinker",3,4,4,3,4,3,4,3,"Standard","Standard",245,0.099,-0.63,0
"SL",2020-08-22,85.9,-2.5,5.24,"Castro, Miguel",607680,612434,NA,"called_strike",NA,NA,NA,NA,4,"Kevin Pillar pops out to second baseman Hanser Alberto.","R","R","R","BAL","BOS","S",NA,NA,0,0,2020,0.33,0.11,-0.35,2.56,502110,593428,519048,2,10,"Top",NA,NA,NA,NA,642082,NA,NA,4.44311455606165,-125.126857088131,-0.33632512634979,2.65050475492344,24.4961533505984,-31.155782393932,3.3,1.62,NA,NA,NA,86.4,3013,6.5,631667,612434,642082,642162,593643,547004,623205,592863,656775,623993,-2.5,NA,NA,NA,NA,NA,NA,NA,79,1,"Slider",3,4,4,3,4,3,4,3,"Standard","Standard",109,0,-0.107,NA
"SI",2020-08-22,97.7,-2.33,5.12,"Castro, Miguel",543877,612434,"strikeout","swinging_strike",NA,NA,NA,NA,11,"Christian Vazquez strikes out swinging.","R","R","R","BAL","BOS","S",2,NA,0,2,2020,-1.22,0.67,-1.65,3.22,502110,593428,519048,1,10,"Top",NA,NA,NA,NA,642082,NA,NA,4.66452698109264,-142.163518308262,-1.15395043022376,-17.6470685501508,33.5348641434742,-22.9869364146737,3.18,1.49,NA,NA,NA,98.1,2316,6.6,631667,612434,642082,642162,593643,547004,623205,592863,656775,623993,-2.33,NA,NA,0,1,0,0,NA,78,3,"Sinker",3,4,4,3,4,3,4,3,"Standard","Standard",249,0.095,-0.534,NA
"SI",2020-08-22,96.8,-2.27,5.2,"Castro, Miguel",543877,612434,NA,"foul",NA,NA,NA,NA,13,"Christian Vazquez strikes out swinging.","R","R","R","BAL","BOS","S",NA,NA,0,1,2020,-1.21,0.38,-1.19,2.09,502110,593428,519048,1,10,"Top",NA,NA,NA,NA,642082,NA,NA,5.6698528047765,-140.864403534356,-3.65488400124699,-17.4483212804888,31.9201535659345,-26.4333641845852,3.18,1.49,217,74.2,28,97.3,2271,6.6,631667,612434,642082,642162,593643,547004,623205,592863,656775,623993,-2.27,NA,NA,NA,NA,NA,NA,NA,78,2,"Sinker",3,4,4,3,4,3,4,3,"Standard","Standard",245,0,-0.146,NA
"SI",2020-08-22,97.9,-2.39,5.13,"Castro, Miguel",543877,612434,NA,"called_strike",NA,NA,NA,NA,1,"Christian Vazquez strikes out swinging.","R","R","R","BAL","BOS","S",NA,NA,0,0,2020,-1.43,0.5,-0.46,2.62,502110,593428,519048,1,10,"Top",NA,NA,NA,NA,642082,NA,NA,8.57015854828627,-142.304469270598,-2.44719684617489,-21.425342230173,33.2605594508245,-25.0649832165633,3.07,1.27,NA,NA,NA,98.5,2145,6.7,631667,612434,642082,642162,593643,547004,623205,592863,656775,623993,-2.39,NA,NA,NA,NA,NA,NA,NA,78,1,"Sinker",3,4,4,3,4,3,4,3,"Standard","Standard",252,0,-0.182,NA
"SI",2020-08-20,95.6,-2.14,5.26,"Castro, Miguel",607680,612434,"field_out","hit_into_play",NA,NA,NA,NA,5,"Kevin Pillar flies out to right fielder Anthony Santander.","R","R","R","BAL","BOS","X",9,"fly_ball",1,1,2020,-1.46,0.33,-0.21,2.3,NA,NA,NA,2,9,"Top",199.02,106.44,NA,NA,600474,NA,NA,8.4298174481545,-138.867371865943,-2.87761378474804,-20.8445207462697,32.699886139655,-27.4978159398816,3.28,1.58,279,88.2,44,95.9,2396,6.7,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.14,0.007,0.01,0,1,0,0,3,73,3,"Sinker",1,7,7,1,7,1,7,1,"Standard","Standard",246,0,-0.108,0
"SI",2020-08-20,95.3,-2.35,5.34,"Castro, Miguel",607680,612434,NA,"ball",NA,NA,NA,NA,8,"Kevin Pillar flies out to right fielder Anthony Santander.","R","R","R","BAL","BOS","B",NA,NA,0,1,2020,-1.26,0.86,0.05,1.57,NA,NA,NA,2,9,"Top",NA,NA,NA,NA,600474,NA,NA,9.17854465228319,-138.409453314467,-6.20490513098219,-18.2914016578705,31.4458785910845,-19.8305089601969,3.41,1.66,NA,NA,NA,95.6,2479,6.6,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.35,NA,NA,NA,NA,NA,NA,NA,73,2,"Sinker",1,7,7,1,7,1,7,1,"Standard","Standard",234,0,0.013,NA
"SL",2020-08-20,86.4,-2.41,5.41,"Castro, Miguel",607680,612434,NA,"called_strike",NA,NA,NA,NA,14,"Kevin Pillar flies out to right fielder Anthony Santander.","R","R","R","BAL","BOS","S",NA,NA,0,0,2020,0.03,0.37,0.93,2.2,NA,NA,NA,2,9,"Top",NA,NA,NA,NA,600474,NA,NA,7.94719395578804,-125.688923099548,-2.24049533252932,-1.23218645693959,24.2554398643121,-27.9445665357221,3.49,1.63,NA,NA,NA,87.1,2973,6.6,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.41,NA,NA,NA,NA,NA,NA,NA,73,1,"Slider",1,7,7,1,7,1,7,1,"Standard","Standard",257,0,-0.017,NA
"SL",2020-08-20,86.5,-2.3,5.24,"Castro, Miguel",543877,612434,"strikeout","swinging_strike",NA,NA,NA,NA,14,"Christian Vazquez strikes out swinging.","R","R","R","BAL","BOS","S",2,NA,1,2,2020,0.69,-0.36,1.2,1.17,NA,NA,NA,1,9,"Top",NA,NA,NA,NA,600474,NA,NA,6.95921550232133,-125.74441494611,-2.74171459748163,5.86466272628634,26.3294247804516,-35.6520979584265,3.17,1.49,NA,NA,NA,86.8,2859,6.6,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.3,NA,NA,0,1,0,0,NA,72,4,"Slider",1,7,7,1,7,1,7,1,"Standard","Standard",248,0.001,-0.118,NA
"CH",2020-08-20,92.6,-2.39,5.34,"Castro, Miguel",543877,612434,NA,"foul",NA,NA,NA,NA,9,"Christian Vazquez strikes out swinging.","R","R","R","BAL","BOS","S",NA,NA,1,1,2020,-1.57,0.35,0.36,1.51,NA,NA,NA,1,9,"Top",NA,NA,NA,NA,600474,NA,NA,10.4116915028003,-134.431575848465,-4.69933643970354,-21.3152662972616,29.0298040336141,-27.1055607038665,3.17,1.49,220,79.4,53,92.4,2178,6.3,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.39,NA,NA,NA,NA,NA,NA,NA,72,3,"Changeup",1,7,7,1,7,1,7,1,"Standard","Standard",245,0,-0.044,NA
"SI",2020-08-20,97.7,-2.1,5.14,"Castro, Miguel",543877,612434,NA,"ball",NA,NA,NA,NA,9,"Christian Vazquez strikes out swinging.","R","R","R","BAL","BOS","B",NA,NA,0,1,2020,-1.65,0.45,0.79,1.41,NA,NA,NA,1,9,"Top",NA,NA,NA,NA,600474,NA,NA,11.6805762079157,-141.652165529412,-5.59731181369532,-24.8418839724151,32.9593508141096,-24.9103705829349,3.2,1.47,NA,NA,NA,98.3,2298,6.9,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.1,NA,NA,NA,NA,NA,NA,NA,72,2,"Sinker",1,7,7,1,7,1,7,1,"Standard","Standard",251,0,0.02,NA
"SI",2020-08-20,98.6,-2.21,5.24,"Castro, Miguel",543877,612434,NA,"swinging_strike",NA,NA,NA,NA,3,"Christian Vazquez strikes out swinging.","R","R","R","BAL","BOS","S",NA,NA,0,0,2020,-1.51,0.64,0.49,2.75,NA,NA,NA,1,9,"Top",NA,NA,NA,NA,600474,NA,NA,10.9557545856743,-143.158914208461,-2.78955626493309,-23.3421659018055,33.3504680364937,-22.946331836783,3.17,1.49,NA,NA,NA,99.3,2351,6.8,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.21,NA,NA,NA,NA,NA,NA,NA,72,1,"Sinker",1,7,7,1,7,1,7,1,"Standard","Standard",242,0,-0.026,NA
"CH",2020-08-20,93.6,-2.31,5.38,"Castro, Miguel",519048,612434,"home_run","hit_into_play",NA,NA,NA,NA,9,"Mitch Moreland homers (7) on a line drive to center field.   J.D. Martinez scores.    Xander Bogaerts scores.","R","L","R","BAL","BOS","X",NA,"line_drive",1,2,2020,-1.01,0.78,0.3,2.02,NA,502110,593428,1,9,"Top",147.57,29.93,NA,NA,600474,NA,NA,9.02664938210087,-136.063816181354,-4.68289446440553,-14.4632926876979,29.6135735121476,-21.6437772766383,3.39,1.59,402,100.9,27,94.4,2304,6.8,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.31,0.767,1.395,2,1,0,3,6,71,4,"Changeup",1,4,4,1,7,1,7,1,"Infield shift","Standard",230,-0.024,2.436,1
"CH",2020-08-20,91.5,-2.44,5.25,"Castro, Miguel",519048,612434,NA,"ball",NA,NA,NA,NA,11,"Mitch Moreland homers (7) on a line drive to center field.   J.D. Martinez scores.    Xander Bogaerts scores.","R","L","R","BAL","BOS","B",NA,NA,0,2,2020,-1.51,0.4,-1.42,3.06,NA,502110,593428,1,9,"Top",NA,NA,NA,NA,600474,NA,NA,5.88866396012796,-133.16012895564,-0.483180870038048,-19.2859359204227,29.6704335908759,-27.5988506929377,3.55,1.62,NA,NA,NA,92.2,2111,6.8,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.44,NA,NA,NA,NA,NA,NA,NA,71,3,"Changeup",1,4,4,1,4,1,4,1,"Infield shift","Standard",240,0,0.091,NA
"CH",2020-08-20,91.1,-2.34,5.28,"Castro, Miguel",519048,612434,NA,"swinging_strike",NA,NA,NA,NA,13,"Mitch Moreland homers (7) on a line drive to center field.   J.D. Martinez scores.    Xander Bogaerts scores.","R","L","R","BAL","BOS","S",NA,NA,0,1,2020,-1.63,0.25,-0.87,1.56,NA,502110,593428,1,9,"Top",NA,NA,NA,NA,600474,NA,NA,7.23103963629582,-132.432132102009,-3.96467442882889,-20.6974004898494,29.1408614273452,-28.6147913084348,3.39,1.59,NA,NA,NA,91.6,1854,6.7,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.34,NA,NA,NA,NA,NA,NA,NA,71,2,"Changeup",1,4,4,1,4,1,4,1,"Infield shift","Standard",244,0,-0.115,NA
"SL",2020-08-20,85.3,-2.5,5.24,"Castro, Miguel",519048,612434,NA,"swinging_strike",NA,NA,NA,NA,14,"Mitch Moreland homers (7) on a line drive to center field.   J.D. Martinez scores.    Xander Bogaerts scores.","R","L","R","BAL","BOS","S",NA,NA,0,0,2020,0.68,-0.45,0.44,1.05,NA,502110,593428,1,9,"Top",NA,NA,NA,NA,600474,NA,NA,5.56878915081324,-124.146053240465,-2.64198785949662,5.86823487822032,25.5422152450671,-36.487115649996,3.39,1.59,NA,NA,NA,85.4,2958,6.4,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.5,NA,NA,NA,NA,NA,NA,NA,71,1,"Slider",1,4,4,1,4,1,4,1,"Infield shift","Standard",30,0,-0.078,NA
"SL",2020-08-20,83.1,-2.33,5.24,"Castro, Miguel",593428,612434,"single","hit_into_play",NA,NA,NA,NA,8,"Xander Bogaerts singles on a ground ball to left fielder Pat Valaika.   Alex Verdugo scores.    J.D. Martinez to 2nd.","R","R","R","BAL","BOS","X",7,"ground_ball",0,2,2020,1.23,0.07,-0.16,2.06,657077,NA,502110,1,9,"Top",72.42,117.21,NA,NA,600474,NA,NA,2.57229921112166,-121.067495846647,-0.939002026628416,11.5177369671149,24.9463480201462,-31.5693459681776,3.51,1.6,57,92.3,1,83.5,3111,6.6,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.33,0.34,0.309,0.9,1,1,0,2,70,3,"Slider",1,3,3,1,4,1,4,1,"Standard","Standard",70,-0.023,0.937,0
"SL",2020-08-20,86.2,-2.43,5.14,"Castro, Miguel",593428,612434,NA,"swinging_strike",NA,NA,NA,NA,2,"Xander Bogaerts singles on a ground ball to left fielder Pat Valaika.   Alex Verdugo scores.    J.D. Martinez to 2nd.","R","R","R","BAL","BOS","S",NA,NA,0,1,2020,0.59,0.49,-0.05,2.96,657077,NA,502110,1,9,"Top",NA,NA,NA,NA,600474,NA,NA,4.45352383575998,-125.484127084173,0.0821210002132787,5.26620111103304,27.03321207546,-27.2621254274976,3.51,1.6,NA,NA,NA,86.2,2971,6.4,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.43,NA,NA,NA,NA,NA,NA,NA,70,2,"Slider",1,3,3,1,3,1,3,1,"Standard","Standard",84,0,-0.112,NA
"SI",2020-08-20,97.5,-2.09,5.24,"Castro, Miguel",593428,612434,NA,"called_strike",NA,NA,NA,NA,14,"Xander Bogaerts singles on a ground ball to left fielder Pat Valaika.   Alex Verdugo scores.    J.D. Martinez to 2nd.","R","R","R","BAL","BOS","S",NA,NA,0,0,2020,-1.21,0.92,1.02,1.44,657077,NA,502110,1,9,"Top",NA,NA,NA,NA,600474,NA,NA,11.2478381673884,-141.473545985377,-6.86091397267712,-18.8870606948457,33.3534449727402,-18.2800113122513,3.66,1.6,NA,NA,NA,98,2495,6.8,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.09,NA,NA,NA,NA,NA,NA,NA,70,1,"Sinker",1,3,3,1,3,1,3,1,"Standard","Standard",241,0,-0.068,NA
"SL",2020-08-20,85.7,-2.51,5.21,"Castro, Miguel",502110,612434,"force_out","hit_into_play",NA,NA,NA,NA,7,"Orioles challenged (slide interference), call on the field was upheld: J.D. Martinez grounds into a force out, third baseman Rio Ruiz to second baseman Hanser Alberto.   Alex Verdugo to 3rd.    Rafael Devers out at 2nd.    J.D. Martinez to 1st.","R","R","R","BAL","BOS","X",5,"ground_ball",3,2,2020,0.87,-0.17,-0.49,1.62,NA,657077,646240,0,9,"Top",93.24,164.59,NA,NA,600474,NA,NA,3.04015807426944,-124.957820817684,-1.94334154982587,8.56351003489013,23.2637694636112,-33.8421572024982,3.62,1.73,15,92.7,-5,86.9,2801,6.7,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.51,0.247,0.235,0,1,0,0,2,69,9,"Slider",1,3,3,1,3,1,3,1,"Standard","Standard",253,0.003,-0.894,0
"SI",2020-08-20,98,-2.09,5.16,"Castro, Miguel",502110,612434,NA,"foul",NA,NA,NA,NA,4,"Orioles challenged (slide interference), call on the field was upheld: J.D. Martinez grounds into a force out, third baseman Rio Ruiz to second baseman Hanser Alberto.   Alex Verdugo to 3rd.    Rafael Devers out at 2nd.    J.D. Martinez to 1st.","R","R","R","BAL","BOS","S",NA,NA,3,2,2020,-1.3,0.88,-0.5,2.91,NA,657077,646240,0,9,"Top",NA,NA,NA,NA,600474,NA,NA,7.34121422445615,-142.523712932359,-2.62581667056627,-19.4163990714707,34.1942013564747,-19.7469708626515,3.62,1.73,189,82.7,58,98.2,2329,6.5,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.09,NA,NA,NA,NA,NA,NA,NA,69,8,"Sinker",1,3,3,1,3,1,3,1,"Standard","Strategic",243,0,0,NA
"SL",2020-08-20,86.4,-2.48,5.2,"Castro, Miguel",502110,612434,NA,"foul",NA,NA,NA,NA,8,"Orioles challenged (slide interference), call on the field was upheld: J.D. Martinez grounds into a force out, third baseman Rio Ruiz to second baseman Hanser Alberto.   Alex Verdugo to 3rd.    Rafael Devers out at 2nd.    J.D. Martinez to 1st.","R","R","R","BAL","BOS","S",NA,NA,3,2,2020,0.8,0.05,0.07,1.92,NA,657077,646240,0,9,"Top",NA,NA,NA,NA,600474,NA,NA,4.42140431695751,-125.876971757948,-1.71784626095182,7.6682386783366,25.3013108638456,-31.4894284938763,3.62,1.73,3,66.4,-30,86.4,2932,6.2,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.48,NA,NA,NA,NA,NA,NA,NA,69,7,"Slider",1,3,3,1,3,1,3,1,"Standard","Strategic",261,0,0,NA
"CH",2020-08-20,90.7,-2.28,5.22,"Castro, Miguel",502110,612434,NA,"ball",NA,NA,NA,NA,14,"Orioles challenged (slide interference), call on the field was upheld: J.D. Martinez grounds into a force out, third baseman Rio Ruiz to second baseman Hanser Alberto.   Alex Verdugo to 3rd.    Rafael Devers out at 2nd.    J.D. Martinez to 1st.","R","R","R","BAL","BOS","B",NA,NA,2,2,2020,-1.64,0.28,1.45,1.28,NA,657077,646240,0,9,"Top",NA,NA,NA,NA,600474,NA,NA,12.8544594279353,-131.41784837138,-4.50546840552588,-21.7332752210522,27.9366689579041,-28.0447172790421,3.78,1.76,NA,NA,NA,90.9,2277,6.7,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.28,NA,NA,NA,NA,NA,NA,NA,69,6,"Changeup",1,3,3,1,3,1,3,1,"Standard","Strategic",237,0,0.269,NA
"CH",2020-08-20,91.7,-2.41,5.13,"Castro, Miguel",502110,612434,NA,"foul",NA,NA,NA,NA,13,"Orioles challenged (slide interference), call on the field was upheld: J.D. Martinez grounds into a force out, third baseman Rio Ruiz to second baseman Hanser Alberto.   Alex Verdugo to 3rd.    Rafael Devers out at 2nd.    J.D. Martinez to 1st.","R","R","R","BAL","BOS","S",NA,NA,2,2,2020,-1.54,0.35,-0.16,1.49,NA,657077,646240,0,9,"Top",NA,NA,NA,NA,600474,NA,NA,9.1330109401519,-133.215813230408,-4.12807845572795,-20.2408853139404,27.5683982455245,-27.306907260335,3.62,1.73,3,70.1,-25,93,2214,7.1,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.41,NA,NA,NA,NA,NA,NA,NA,69,5,"Changeup",1,3,3,1,3,1,3,1,"Standard","Strategic",240,0,0,NA
"SI",2020-08-20,97.4,-2.2,5.26,"Castro, Miguel",502110,612434,NA,"foul",NA,NA,NA,NA,7,"Orioles challenged (slide interference), call on the field was upheld: J.D. Martinez grounds into a force out, third baseman Rio Ruiz to second baseman Hanser Alberto.   Alex Verdugo to 3rd.    Rafael Devers out at 2nd.    J.D. Martinez to 1st.","R","R","R","BAL","BOS","S",NA,NA,2,1,2020,-1.43,0.15,-0.41,2.24,NA,657077,646240,0,9,"Top",NA,NA,NA,NA,600474,NA,NA,8.13320291745372,-141.624902301951,-2.94252730759998,-21.1229534158229,32.7449915722258,-29.6070559191932,3.62,1.73,263,90.4,53,97.9,2238,6.6,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.2,NA,NA,NA,NA,NA,NA,NA,69,4,"Sinker",1,3,3,1,3,1,3,1,"Standard","Standard",243,0,-0.149,NA
"SL",2020-08-20,85.9,-2.4,5.16,"Castro, Miguel",502110,612434,NA,"blocked_ball",NA,NA,NA,NA,14,"Orioles challenged (slide interference), call on the field was upheld: J.D. Martinez grounds into a force out, third baseman Rio Ruiz to second baseman Hanser Alberto.   Alex Verdugo to 3rd.    Rafael Devers out at 2nd.    J.D. Martinez to 1st.","R","R","R","BAL","BOS","B",NA,NA,1,1,2020,0.69,-0.33,2.61,0.3,NA,657077,646240,0,9,"Top",NA,NA,NA,NA,600474,NA,NA,10.511859039368,-124.71242142204,-4.56012421281501,5.04428002442128,25.4496224836206,-34.8612654335163,3.7,1.73,NA,NA,NA,86.2,2906,6.6,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.4,NA,NA,NA,NA,NA,NA,NA,69,3,"Slider",1,3,3,1,3,1,3,1,"Standard","Strategic",226,0,0.158,NA
"SL",2020-08-20,84,-2.41,5.16,"Castro, Miguel",502110,612434,NA,"ball",NA,NA,NA,NA,14,"Orioles challenged (slide interference), call on the field was upheld: J.D. Martinez grounds into a force out, third baseman Rio Ruiz to second baseman Hanser Alberto.   Alex Verdugo to 3rd.    Rafael Devers out at 2nd.    J.D. Martinez to 1st.","R","R","R","BAL","BOS","B",NA,NA,0,1,2020,1.06,-0.08,1.46,1.11,NA,657077,646240,0,9,"Top",NA,NA,NA,NA,600474,NA,NA,6.91539937984967,-122.159549107872,-2.79819893313283,9.19949765144667,24.5789743263125,-32.6645559750876,3.83,1.76,NA,NA,NA,84.5,3003,6.7,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.41,NA,NA,NA,NA,NA,NA,NA,69,2,"Slider",1,3,3,1,3,1,3,1,"Standard","Strategic",72,0,0.044,NA
"SI",2020-08-20,97.5,-2.18,5.31,"Castro, Miguel",502110,612434,NA,"foul",NA,NA,NA,NA,4,"Orioles challenged (slide interference), call on the field was upheld: J.D. Martinez grounds into a force out, third baseman Rio Ruiz to second baseman Hanser Alberto.   Alex Verdugo to 3rd.    Rafael Devers out at 2nd.    J.D. Martinez to 1st.","R","R","R","BAL","BOS","S",NA,NA,0,0,2020,-1.34,0.6,-0.55,2.48,NA,657077,646240,0,9,"Top",NA,NA,NA,NA,600474,NA,NA,7.53158809660053,-141.810585942651,-3.45608723136788,-19.8530879915911,33.7656359611963,-23.5313761223175,3.62,1.73,209,90.4,61,97.9,2297,6.6,631684,612434,600474,600524,593643,547004,623205,642162,656775,623993,-2.18,NA,NA,NA,NA,NA,NA,NA,69,1,"Sinker",1,3,3,1,3,1,3,1,"Standard","Standard",243,0,-0.091,NA
"SI",2020-08-18,97.5,-2.14,5.26,"Castro, Miguel",666971,612434,"strikeout","called_strike",NA,NA,NA,NA,9,"Lourdes Gurriel Jr.  called out on strikes.","R","R","R","BAL","TOR","S",2,NA,1,2,2020,-1.5,0.7,0.52,1.72,NA,NA,643376,2,7,"Top",NA,NA,NA,NA,600474,NA,NA,10.6351285974437,-141.432531294458,-5.58644716706246,-22.5920562398712,34.0825197154696,-21.6146470457996,3.51,1.64,NA,NA,NA,97.6,2487,6.7,631681,612434,600474,600524,642162,547004,623205,596105,656775,623993,-2.14,NA,NA,0,1,0,0,NA,61,4,"Sinker",6,7,7,6,7,6,7,6,"Standard","Standard",242,0.026,-0.177,NA
"SL",2020-08-18,85.2,-2.48,5.21,"Castro, Miguel",666971,612434,NA,"ball",NA,NA,NA,NA,14,"Lourdes Gurriel Jr.  called out on strikes.","R","R","R","BAL","TOR","B",NA,NA,0,2,2020,0.93,-0.15,1.54,1.32,NA,NA,643376,2,7,"Top",NA,NA,NA,NA,600474,NA,NA,7.62176080062845,-123.843710446912,-2.49971758390494,7.93130981333155,25.4708415416537,-33.4579526753116,3.48,1.57,NA,NA,NA,85.7,2961,6.7,631681,612434,600474,600524,642162,547004,623205,596105,656775,623993,-2.48,NA,NA,NA,NA,NA,NA,NA,61,3,"Slider",6,7,7,6,7,6,7,6,"Standard","Standard",235,0,0.018,NA
"SL",2020-08-18,86.2,-2.46,5.23,"Castro, Miguel",666971,612434,NA,"swinging_strike",NA,NA,NA,NA,14,"Lourdes Gurriel Jr.  called out on strikes.","R","R","R","BAL","TOR","S",NA,NA,0,1,2020,0.81,0.18,1.44,1.19,NA,NA,643376,2,7,"Top",NA,NA,NA,NA,600474,NA,NA,7.66433514021925,-125.27661195312,-3.69919139254382,6.8751211426425,27.1057683282876,-29.6728389549625,3.45,1.64,NA,NA,NA,86.5,2870,6.7,631681,612434,600474,600524,642162,547004,623205,596105,656775,623993,-2.46,NA,NA,NA,NA,NA,NA,NA,61,2,"Slider",6,7,7,6,7,6,7,6,"Standard","Standard",238,0,-0.053,NA
"SL",2020-08-18,86.6,-2.61,5.17,"Castro, Miguel",666971,612434,NA,"swinging_strike",NA,NA,NA,NA,14,"Lourdes Gurriel Jr.  called out on strikes.","R","R","R","BAL","TOR","S",NA,NA,0,0,2020,0,0.3,0.45,1.37,NA,NA,643376,2,7,"Top",NA,NA,NA,NA,600474,NA,NA,7.39024177247338,-125.928027163475,-3.46410891874877,-1.58442502978187,27.1950360975818,-28.5001464903718,3.44,1.63,NA,NA,NA,87.2,2896,6.8,631681,612434,600474,600524,642162,547004,623205,596105,656775,623993,-2.61,NA,NA,NA,NA,NA,NA,NA,61,1,"Slider",6,7,7,6,7,6,7,6,"Standard","Standard",250,0,-0.041,NA
"SI",2020-08-18,98.2,-2.31,5.21,"Castro, Miguel",643376,612434,"hit_by_pitch","hit_by_pitch",NA,NA,NA,NA,11,"Danny Jansen hit by pitch.","R","R","R","BAL","TOR","B",NA,NA,0,0,2020,-1.4,0.67,-2.06,3.75,NA,NA,NA,2,7,"Top",NA,NA,NA,NA,600474,NA,NA,3.91360527986988,-142.92579574009,-0.00404289071190911,-20.0109877426136,34.1865057708627,-23.2553150582088,3.14,1.48,NA,NA,NA,98.1,2309,6.3,631681,612434,600474,600524,642162,547004,623205,596105,656775,623993,-2.31,NA,NA,0.7,1,0,0,NA,60,1,"Sinker",6,7,7,6,7,6,7,6,"Standard","Standard",253,-0.014,0.139,NA
"SI",2020-08-18,97.7,-2.22,5.17,"Castro, Miguel",665489,612434,"field_out","hit_into_play",NA,NA,NA,NA,8,"Vladimir Guerrero Jr.  grounds out sharply, shortstop Andrew Velazquez to first baseman Renato Nunez.","R","R","R","BAL","TOR","X",6,"ground_ball",0,1,2020,-1.6,0.41,-0.25,1.84,NA,NA,NA,1,7,"Top",89.7,129.13,NA,NA,600474,NA,NA,9.06398784206667,-142.030059427092,-4.42661457204006,-23.7563230847008,32.9083174544918,-25.7885433120884,3.47,1.59,5,105.2,-21,98.4,2347,6.7,631681,612434,600474,600524,642162,547004,623205,596105,656775,623993,-2.22,0.173,0.161,0,1,0,0,2,59,2,"Sinker",6,7,7,6,7,6,7,6,"Standard","Standard",252,0.018,-0.142,0
"SI",2020-08-18,98.7,-2.36,5.2,"Castro, Miguel",665489,612434,NA,"foul",NA,NA,NA,NA,4,"Vladimir Guerrero Jr.  grounds out sharply, shortstop Andrew Velazquez to first baseman Renato Nunez.","R","R","R","BAL","TOR","S",NA,NA,0,0,2020,-1.3,0.61,-0.5,2.23,NA,NA,NA,1,7,"Top",NA,NA,NA,NA,600474,NA,NA,8.13249363322387,-143.436571788319,-4.05768072081741,-19.9069744294315,34.2377823536478,-23.0313762035318,3.47,1.59,NA,NA,NA,99.1,2167,6.7,631681,612434,600474,600524,642162,547004,623205,596105,656775,623993,-2.36,NA,NA,NA,NA,NA,NA,NA,59,1,"Sinker",6,7,7,6,7,6,7,6,"Standard","Standard",247,0,-0.026,NA
