"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","barrel"
"SI",2020-09-12,99.3,-2.04,5.04,"Castro, Miguel",545341,612434,NA,"foul",NA,NA,NA,NA,14,"Randal Grichuk strikes out swinging.","R","R","R","TOR","NYM","S",NA,NA,1,2,2020,-1.25,0.51,0.87,2.44,NA,NA,NA,1,7,"Bot",NA,NA,NA,NA,467092,NA,NA,10.8899330646291,-144.294739326914,-2.90619829847465,-20.0223318606343,32.6549247902827,-24.5273121618645,3.47,1.59,223,87.7,15,99.4,2220,6.4,630870,612434,467092,642086,429664,605204,642708,643446,607043,624424,-2.04,NA,NA,NA,NA,NA,NA,NA,61,4,"Sinker",3,2,3,2,2,3,3,2,"Standard","Standard",249,0,0,NA
"SL",2020-09-12,88.1,-2.46,5.06,"Castro, Miguel",545341,612434,NA,"swinging_strike",NA,NA,NA,NA,14,"Randal Grichuk strikes out swinging.","R","R","R","TOR","NYM","S",NA,NA,1,1,2020,0.48,0.26,1.28,1.2,NA,NA,NA,1,7,"Bot",NA,NA,NA,NA,467092,NA,NA,8.05440224418786,-128.156581877153,-3.89786953235998,3.9603447560832,22.7653590019009,-28.7204307351246,3.47,1.59,NA,NA,NA,88.4,2982,6.2,630870,612434,467092,642086,429664,605204,642708,643446,607043,624424,-2.46,NA,NA,NA,NA,NA,NA,NA,61,3,"Slider",3,2,3,2,2,3,3,2,"Standard","Standard",231,0,-0.044,NA
"SL",2020-09-12,88.5,-2.25,5.05,"Castro, Miguel",545341,612434,NA,"ball",NA,NA,NA,NA,14,"Randal Grichuk strikes out swinging.","R","R","R","TOR","NYM","B",NA,NA,0,1,2020,0.46,-0.08,2.58,0.55,NA,NA,NA,1,7,"Bot",NA,NA,NA,NA,467092,NA,NA,10.8772457917025,-128.544839515178,-4.77367977774856,3.05658371125342,24.5673894767605,-32.2907214380591,3.12,1.42,NA,NA,NA,89.3,2954,6.7,630870,612434,467092,642086,429664,605204,642708,643446,607043,624424,-2.25,NA,NA,NA,NA,NA,NA,NA,61,2,"Slider",3,2,3,2,2,3,3,2,"Standard","Standard",233,0,0.02,NA
"SI",2020-09-12,98.8,-2.09,5.04,"Castro, Miguel",545341,612434,NA,"foul",NA,NA,NA,NA,1,"Randal Grichuk strikes out swinging.","R","R","R","TOR","NYM","S",NA,NA,0,0,2020,-1.5,0.66,-0.53,3.23,NA,NA,NA,1,7,"Bot",NA,NA,NA,NA,467092,NA,NA,7.7542088581268,-143.721069954845,-1.02844971362952,-22.5545993911498,34.0078544032035,-22.953840401045,3.47,1.59,222,77.6,62,98.7,2367,6.3,630870,612434,467092,642086,429664,605204,642708,643446,607043,624424,-2.09,NA,NA,NA,NA,NA,NA,NA,61,1,"Sinker",3,2,3,2,2,3,3,2,"Standard","Standard",252,0,-0.026,NA
"CH",2020-09-12,93.8,-2.38,5.06,"Castro, Miguel",543768,612434,"strikeout","foul_tip",NA,NA,NA,NA,13,"Travis Shaw strikes out on a foul tip.","R","L","R","TOR","NYM","S",2,NA,1,2,2020,-1.46,0.41,-1.11,2.22,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,467092,NA,NA,6.73362469756751,-136.451893903472,-2.57707775241891,-19.7448399301321,29.6440043845753,-26.7383098361279,3.57,1.67,NA,NA,NA,96.9,2092,8,630870,612434,467092,642086,429664,605204,642708,643446,607043,624424,-2.38,NA,NA,0,1,0,0,NA,60,4,"Changeup",3,2,3,2,2,3,3,2,"Standard","Standard",244,-0.018,-0.18,NA
"CH",2020-09-12,94.1,-2.47,5.22,"Castro, Miguel",543768,612434,NA,"swinging_strike",NA,NA,NA,NA,1,"Travis Shaw strikes out on a foul tip.","R","L","R","TOR","NYM","S",NA,NA,1,1,2020,-1.45,0.53,-0.32,3.21,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,467092,NA,NA,8.84457780155626,-136.881973718657,-0.707723219393879,-20.0875928174628,28.3706599963895,-25.4792946501061,3.57,1.67,NA,NA,NA,94.9,2272,6.6,630870,612434,467092,642086,429664,605204,642708,643446,607043,624424,-2.47,NA,NA,NA,NA,NA,NA,NA,60,3,"Changeup",3,2,3,2,2,3,3,2,"Standard","Standard",239,0,-0.06,NA
"SI",2020-09-12,98.1,-2.5,5.09,"Castro, Miguel",543768,612434,NA,"ball",NA,NA,NA,NA,13,"Travis Shaw strikes out on a foul tip.","R","L","R","TOR","NYM","B",NA,NA,0,1,2020,-1.16,0.76,-1.52,2.65,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,467092,NA,NA,5.32822046457774,-142.836840444281,-2.92480398183628,-17.115474112013,31.6500113584757,-21.227774965309,3.62,1.77,NA,NA,NA,98.2,2282,6.2,630870,612434,467092,642086,429664,605204,642708,643446,607043,624424,-2.5,NA,NA,NA,NA,NA,NA,NA,60,2,"Sinker",3,2,3,2,2,3,3,2,"Standard","Standard",247,0,0.032,NA
"SI",2020-09-12,99.6,-2.48,5.14,"Castro, Miguel",543768,612434,NA,"foul",NA,NA,NA,NA,1,"Travis Shaw strikes out on a foul tip.","R","L","R","TOR","NYM","S",NA,NA,0,0,2020,-1.19,0.74,-0.83,3.16,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,467092,NA,NA,7.27313598494292,-144.912599197881,-1.80774515054305,-18.4707628511447,31.8520174302336,-21.4889684926522,3.57,1.67,274,79.4,38,99,2209,5.8,630870,612434,467092,642086,429664,605204,642708,643446,607043,624424,-2.48,NA,NA,NA,NA,NA,NA,NA,60,1,"Sinker",3,2,3,2,2,3,3,2,"Standard","Standard",252,0,-0.042,NA
"SL",2020-09-12,88.7,-2.54,5.21,"Castro, Miguel",666182,612434,"field_out","hit_into_play",NA,NA,NA,NA,5,"Bo Bichette lines out to center fielder Brandon Nimmo.","R","R","R","TOR","NYM","X",8,"line_drive",0,0,2020,0.08,0.36,0.06,2.76,542340,672386,624415,2,6,"Bot",151.52,55.82,NA,NA,467092,NA,NA,6.21807691726581,-129.269061595903,-0.798604011726502,-0.174555591810646,22.730966461563,-28.1038013219712,3.5,1.63,344,99.2,21,89.7,2912,6.5,630870,612434,467092,642086,429664,605204,642708,643446,607043,624424,-2.54,0.453,0.595,0,1,0,0,5,54,1,"Slider",3,1,3,1,1,3,3,1,"Standard","Standard",255,-0.039,-0.737,0
"SL",2020-09-07,86.8,-2.42,5.11,"Castro, Miguel",664761,612434,"strikeout","swinging_strike",NA,NA,NA,NA,9,"Alec Bohm strikes out swinging.","R","R","R","NYM","PHI","S",2,NA,1,2,2020,0.52,0.21,0.44,1.78,NA,544369,595284,2,10,"Top",NA,NA,NA,NA,455139,NA,NA,5.80105326382739,-126.412071384113,-2.24717467932396,4.49373187421292,24.8373633005263,-29.6313192667583,3.58,1.68,NA,NA,NA,87.5,2776,6.6,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.42,NA,NA,0,1,0,0,NA,88,4,"Slider",7,9,9,7,9,7,9,7,"Standard","Strategic",82,0.002,-0.332,NA
"SL",2020-09-07,87.3,-2.47,5.11,"Castro, Miguel",664761,612434,NA,"foul",NA,NA,NA,NA,5,"Alec Bohm strikes out swinging.","R","R","R","NYM","PHI","S",NA,NA,1,1,2020,0.3,0.19,0.24,2.29,NA,544369,595284,2,10,"Top",NA,NA,NA,NA,455139,NA,NA,5.96125399453122,-127.107946696609,-1.08948328500454,2.1582323973185,23.6873856039917,-30.1036504470314,3.58,1.68,159,76.6,67,88.2,2997,6.6,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.47,NA,NA,NA,NA,NA,NA,NA,88,3,"Slider",7,9,9,7,9,7,9,7,"Standard","Strategic",103,0,-0.095,NA
"SI",2020-09-07,95.8,-2.64,5.02,"Castro, Miguel",664761,612434,NA,"ball",NA,NA,NA,NA,13,"Alec Bohm strikes out swinging.","R","R","R","NYM","PHI","B",NA,NA,0,1,2020,-1.52,0.98,-1.34,1.61,NA,544369,595284,2,10,"Top",NA,NA,NA,NA,455139,NA,NA,6.90413400683193,-139.252186102647,-5.61938959223553,-21.315173447347,31.1237471310786,-18.3546594581876,3.52,1.6,NA,NA,NA,96.2,2440,6.6,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.64,NA,NA,NA,NA,NA,NA,NA,88,2,"Sinker",7,9,9,7,9,7,9,7,"Standard","Strategic",240,0,0.038,NA
"SL",2020-09-07,87.2,-2.54,5.09,"Castro, Miguel",664761,612434,NA,"called_strike",NA,NA,NA,NA,6,"Alec Bohm strikes out swinging.","R","R","R","NYM","PHI","S",NA,NA,0,0,2020,0.31,0.41,0.28,2.8,NA,544369,595284,2,10,"Top",NA,NA,NA,NA,455139,NA,NA,6.20446386657279,-127.106690961291,-0.293037139923635,2.33282308364168,21.5860612825285,-27.8286905491898,3.42,1.5,NA,NA,NA,88.6,2989,6.7,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.54,NA,NA,NA,NA,NA,NA,NA,88,1,"Slider",7,9,9,7,9,7,9,7,"Standard","Strategic",80,0,-0.086,NA
"SI",2020-09-07,97.5,-2.42,5.07,"Castro, Miguel",595284,612434,"walk","ball",NA,NA,NA,NA,14,"Andrew Knapp walks.   Didi Gregorius to 2nd.","R","L","R","NYM","PHI","B",NA,NA,3,0,2020,-1.36,0.91,1.62,1.69,NA,NA,544369,2,10,"Top",NA,NA,NA,NA,455139,NA,NA,14.0469410081465,-141.126972863427,-5.62635792187549,-21.4165471824308,32.9039149423139,-18.8069618376718,3.01,1.46,NA,NA,NA,97.7,2319,6.8,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.42,NA,NA,0.7,1,0,0,NA,87,4,"Sinker",7,9,9,7,9,7,9,7,"Infield shift","Standard",241,-0.014,0.083,NA
"SI",2020-09-07,96.2,-2.6,5.02,"Castro, Miguel",595284,612434,NA,"ball",NA,NA,NA,NA,14,"Andrew Knapp walks.   Didi Gregorius to 2nd.","R","L","R","NYM","PHI","B",NA,NA,2,0,2020,-1.59,0.78,0.65,1.2,NA,NA,544369,2,10,"Top",NA,NA,NA,NA,455139,NA,NA,12.2594326871215,-139.462235810888,-6.30475171451735,-23.5553183702227,32.5738912984673,-20.5895331812631,2.99,1.32,NA,NA,NA,96.4,2592,6.7,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.6,NA,NA,NA,NA,NA,NA,NA,87,3,"Sinker",7,9,9,7,9,7,9,7,"Infield shift","Standard",242,0,0.064,NA
"CH",2020-09-07,90.5,-2.45,5.06,"Castro, Miguel",595284,612434,NA,"ball",NA,NA,NA,NA,14,"Andrew Knapp walks.   Didi Gregorius to 2nd.","R","L","R","NYM","PHI","B",NA,NA,1,0,2020,-1.6,0.46,1.6,1.19,NA,NA,544369,2,10,"Top",NA,NA,NA,NA,455139,NA,NA,13.5908866117035,-131.041846054609,-4.67907769172753,-21.3007742000348,26.8255027029654,-26.0027019362358,2.99,1.11,NA,NA,NA,90.9,2250,6.7,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.45,NA,NA,NA,NA,NA,NA,NA,87,2,"Changeup",7,9,9,7,9,7,9,7,"Infield shift","Standard",240,0,0.044,NA
"SI",2020-09-07,96.6,-2.68,4.97,"Castro, Miguel",595284,612434,NA,"ball",NA,NA,NA,NA,14,"Andrew Knapp walks.   Didi Gregorius to 2nd.","R","L","R","NYM","PHI","B",NA,NA,0,0,2020,-1.57,0.5,1.14,2.04,NA,NA,544369,2,10,"Top",NA,NA,NA,NA,455139,NA,NA,13.7600630696864,-139.998312001384,-3.32307859928968,-23.8412891524863,32.1366558823037,-25.018558273836,2.95,1.26,NA,NA,NA,96.5,2455,6.5,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.68,NA,NA,NA,NA,NA,NA,NA,87,1,"Sinker",7,9,9,7,9,7,9,7,"Infield shift","Standard",242,0,0.033,NA
"SI",2020-09-07,96.8,-2.55,4.95,"Castro, Miguel",544369,612434,"single","hit_into_play",NA,NA,NA,NA,8,"Didi Gregorius singles on a line drive to center fielder Brandon Nimmo.","R","L","R","NYM","PHI","X",8,"line_drive",2,2,2020,-1.21,0.47,0.18,1.9,NA,NA,NA,2,10,"Top",108.21,82.22,NA,NA,455139,NA,NA,10.1176602410042,-140.634824504558,-3.72843979323425,-18.2814296411458,28.7792130488317,-25.2349588771958,3.49,1.6,282,94.2,16,97.7,2397,6.6,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.55,0.813,0.832,0.9,1,1,0,4,86,6,"Sinker",7,9,9,7,9,7,9,7,"Infield shift","Standard",235,-0.011,0.154,0
"SI",2020-09-07,97.2,-2.51,5.04,"Castro, Miguel",544369,612434,NA,"foul",NA,NA,NA,NA,13,"Didi Gregorius singles on a line drive to center fielder Brandon Nimmo.","R","L","R","NYM","PHI","S",NA,NA,2,2,2020,-1.49,0.65,-1.54,2.23,NA,NA,NA,2,10,"Top",NA,NA,NA,NA,455139,NA,NA,6.05968287602644,-141.354375088406,-3.49154136303119,-21.3641075581278,33.5992944660457,-22.8155428513407,3.49,1.6,NA,NA,NA,97.5,2351,6.6,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.51,NA,NA,NA,NA,NA,NA,NA,86,5,"Sinker",7,9,9,7,9,7,9,7,"Infield shift","Standard",240,0,0,NA
"SI",2020-09-07,96.8,-2.5,4.99,"Castro, Miguel",544369,612434,NA,"swinging_strike",NA,NA,NA,NA,14,"Didi Gregorius singles on a line drive to center fielder Brandon Nimmo.","R","L","R","NYM","PHI","S",NA,NA,2,1,2020,-1.47,0.79,0.01,1.34,NA,NA,NA,2,10,"Top",NA,NA,NA,NA,455139,NA,NA,10.1335944234803,-140.569753305105,-5.99019434591957,-21.8236564199561,32.9011181117828,-20.4622734649162,3.49,1.6,NA,NA,NA,97.5,2337,6.9,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.5,NA,NA,NA,NA,NA,NA,NA,86,4,"Sinker",7,9,9,7,9,7,9,7,"Infield shift","Standard",239,0,-0.032,NA
"SI",2020-09-07,98.5,-2.42,4.91,"Castro, Miguel",544369,612434,NA,"called_strike",NA,NA,NA,NA,4,"Didi Gregorius singles on a line drive to center fielder Brandon Nimmo.","R","L","R","NYM","PHI","S",NA,NA,2,0,2020,-1.31,0.86,-0.76,2.12,NA,NA,NA,2,10,"Top",NA,NA,NA,NA,455139,NA,NA,7.60184792886922,-143.266971173258,-4.15341009857624,-19.8110330782656,31.8664734133282,-19.5361031827847,3.28,1.51,NA,NA,NA,99.1,2409,6.6,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.42,NA,NA,NA,NA,NA,NA,NA,86,3,"Sinker",7,9,9,7,9,7,9,7,"Infield shift","Standard",239,0,-0.028,NA
"CH",2020-09-07,91.9,-2.55,4.95,"Castro, Miguel",544369,612434,NA,"ball",NA,NA,NA,NA,14,"Didi Gregorius singles on a line drive to center fielder Brandon Nimmo.","R","L","R","NYM","PHI","B",NA,NA,1,0,2020,-1.74,0.12,1.63,0.2,NA,NA,NA,2,10,"Top",NA,NA,NA,NA,455139,NA,NA,14.3539006877808,-132.926858820404,-6.39552611271169,-23.7341383949532,28.3517152428841,-29.4094699948599,3.15,1.42,NA,NA,NA,91.9,2126,6.6,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.55,NA,NA,NA,NA,NA,NA,NA,86,2,"Changeup",7,9,9,7,9,7,9,7,"Infield shift","Standard",245,0,0.027,NA
"SI",2020-09-07,99,-2.44,5,"Castro, Miguel",544369,612434,NA,"ball",NA,NA,NA,NA,14,"Didi Gregorius singles on a line drive to center fielder Brandon Nimmo.","R","L","R","NYM","PHI","B",NA,NA,0,0,2020,-1.41,0.87,1.46,2.09,NA,NA,NA,2,10,"Top",NA,NA,NA,NA,455139,NA,NA,13.9896194424037,-143.482402950715,-4.53429425308969,-22.7097295304389,32.8773601457106,-19.2564102836836,3.19,1.53,NA,NA,NA,99.4,2563,6.7,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.44,NA,NA,NA,NA,NA,NA,NA,86,1,"Sinker",7,9,9,7,9,7,9,7,"Infield shift","Standard",243,0,0.018,NA
"SI",2020-09-07,97.5,-2.22,4.88,"Castro, Miguel",516416,612434,"home_run","hit_into_play",NA,NA,NA,NA,8,"Jean Segura homers (5) on a line drive to center field.   J.T. Realmuto scores.","R","R","R","NYM","PHI","X",NA,"line_drive",1,1,2020,-1.43,0.66,-0.25,2.03,NA,592663,NA,2,10,"Top",93.22,22.56,NA,NA,455139,NA,NA,8.58636670798052,-141.700933187679,-3.67145873231648,-21.1827165842423,31.5645894684623,-22.6683332581279,3.18,1.54,423,109.3,20,97.7,2292,6.4,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.22,0.84,1.4,2,1,0,3,6,85,3,"Sinker",7,7,7,7,9,7,9,7,"Standard","Standard",246,-0.482,1.787,1
"SL",2020-09-07,87,-2.29,4.96,"Castro, Miguel",516416,612434,NA,"ball",NA,NA,NA,NA,14,"Jean Segura homers (5) on a line drive to center field.   J.T. Realmuto scores.","R","R","R","NYM","PHI","B",NA,NA,0,1,2020,0.84,-0.24,2.12,1.13,NA,592663,NA,2,10,"Top",NA,NA,NA,NA,455139,NA,NA,8.90916997669375,-126.475355987808,-2.55023878147925,7.40211859901658,23.7650208868803,-34.4832181783989,2.79,1.28,NA,NA,NA,87.8,2931,6.7,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.29,NA,NA,NA,NA,NA,NA,NA,85,2,"Slider",7,7,7,7,7,7,7,7,"Standard","Standard",245,0,0.043,NA
"SL",2020-09-07,87.5,-2.35,5.04,"Castro, Miguel",516416,612434,NA,"swinging_strike",NA,NA,NA,NA,6,"Jean Segura homers (5) on a line drive to center field.   J.T. Realmuto scores.","R","R","R","NYM","PHI","S",NA,NA,0,0,2020,0.36,0.31,0.61,2.31,NA,592663,NA,2,10,"Top",NA,NA,NA,NA,455139,NA,NA,6.42769110171717,-127.343373949126,-1.14323528486551,2.75415794159131,24.3238200269584,-28.7456752427642,3.18,1.54,NA,NA,NA,88.2,2953,6.5,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.35,NA,NA,NA,NA,NA,NA,NA,85,1,"Slider",7,7,7,7,7,7,7,7,"Standard","Standard",254,0,-0.051,NA
"SI",2020-09-07,98.5,-2.1,4.95,"Castro, Miguel",592663,612434,"fielders_choice_out","hit_into_play",NA,NA,NA,NA,6,"J.T. Realmuto reaches on a fielder's choice out, shortstop Andres Gimenez to catcher Robinson Chirinos to third baseman J.  D. Davis to first baseman Dominic Smith.   Rhys Hoskins out at home.    J.T. Realmuto to 2nd.","R","R","R","NYM","PHI","X",6,"ground_ball",1,2,2020,-1.3,0.28,0.61,2.38,656555,NA,NA,1,10,"Top",117.99,153.66,NA,NA,455139,NA,NA,10.4447517633553,-143.105018023826,-2.21546225322138,-20.2525162896173,30.1938686938048,-27.9626156342358,3.55,1.62,8,101.3,-16,99.3,2165,6.6,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.1,0.167,0.154,0,1,0,0,2,84,4,"Sinker",7,7,7,7,7,7,7,7,"Strategic","Standard",247,0.206,-0.031,0
"SL",2020-09-07,87.9,-2.34,4.95,"Castro, Miguel",592663,612434,NA,"blocked_ball",NA,NA,NA,NA,14,"J.T. Realmuto reaches on a fielder's choice out, shortstop Andres Gimenez to catcher Robinson Chirinos to third baseman J.  D. Davis to first baseman Dominic Smith.   Rhys Hoskins out at home.    J.T. Realmuto to 2nd.","R","R","R","NYM","PHI","B",NA,NA,0,2,2020,0.38,0.32,3.11,-0.09,656555,NA,NA,1,10,"Top",NA,NA,NA,NA,455139,NA,NA,12.4731792641298,-127.328139028732,-6.79727629349169,1.67606393603988,24.8785682606398,-27.3805643378044,3.44,1.56,NA,NA,NA,88.4,2850,6.7,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.34,NA,NA,NA,NA,NA,NA,NA,84,3,"Slider",7,7,7,7,7,7,7,7,"Strategic","Standard",262,0,-0.115,NA
"SL",2020-09-07,88.5,-2.29,5.01,"Castro, Miguel",592663,612434,NA,"swinging_strike",NA,NA,NA,NA,6,"J.T. Realmuto reaches on a fielder's choice out, shortstop Andres Gimenez to catcher Robinson Chirinos to third baseman J.  D. Davis to first baseman Dominic Smith.   Rhys Hoskins out at home.    J.T. Realmuto to 2nd.","R","R","R","NYM","PHI","S",NA,NA,0,1,2020,0.17,0.12,0.68,2.4,656555,NA,NA,1,10,"Top",NA,NA,NA,NA,455139,NA,NA,6.9595010442998,-128.857067717395,-0.58991461593631,0.631371188386613,24.5590803705371,-30.9609952549432,3.55,1.62,NA,NA,NA,89.5,2629,6.7,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.29,NA,NA,NA,NA,NA,NA,NA,84,2,"Slider",7,7,7,7,7,7,7,7,"Strategic","Standard",73,0,-0.084,NA
"SI",2020-09-07,99,-2.14,4.97,"Castro, Miguel",592663,612434,NA,"called_strike",NA,NA,NA,NA,9,"J.T. Realmuto reaches on a fielder's choice out, shortstop Andres Gimenez to catcher Robinson Chirinos to third baseman J.  D. Davis to first baseman Dominic Smith.   Rhys Hoskins out at home.    J.T. Realmuto to 2nd.","R","R","R","NYM","PHI","S",NA,NA,0,0,2020,-1.54,0.53,0.56,1.63,656555,NA,NA,1,10,"Top",NA,NA,NA,NA,455139,NA,NA,10.9894881357032,-143.687131655683,-4.9040393266551,-23.8395720594551,34.1117208661038,-23.8447576862452,3.4,1.61,NA,NA,NA,99.1,2446,6.5,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.14,NA,NA,NA,NA,NA,NA,NA,84,1,"Sinker",7,7,7,7,7,7,7,7,"Strategic","Standard",243,0,-0.083,NA
"SL",2020-09-07,87.6,-2.85,5.09,"Castro, Miguel",547180,612434,"field_out","hit_into_play",NA,NA,NA,NA,8,"Bryce Harper lines out to right fielder Michael Conforto.   Rhys Hoskins to 3rd.","R","L","R","NYM","PHI","X",9,"line_drive",3,2,2020,0.48,0.06,-0.18,1.67,NA,656555,NA,0,10,"Top",201.83,100.58,NA,NA,455139,NA,NA,5.47983310731601,-127.562823749627,-2.2759060384139,4.16986625231824,25.731795822383,-31.2985958105337,3.21,1.65,292,80.6,26,88.2,2861,6.6,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.85,0.3,0.291,0,1,0,0,3,83,7,"Slider",7,7,7,7,7,7,7,7,"Standard","Standard",173,-0.008,-0.397,0
"SI",2020-09-07,98.6,-2.64,4.93,"Castro, Miguel",547180,612434,NA,"foul",NA,NA,NA,NA,14,"Bryce Harper lines out to right fielder Michael Conforto.   Rhys Hoskins to 3rd.","R","L","R","NYM","PHI","S",NA,NA,3,2,2020,-1.2,0.84,1.18,1.99,NA,656555,NA,0,10,"Top",NA,NA,NA,NA,455139,NA,NA,13.2463207618352,-143.011449562932,-4.50986690394653,-19.3783136961517,31.2348343048255,-19.7557518722705,3.21,1.65,NA,NA,NA,99.4,2307,6.8,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.64,NA,NA,NA,NA,NA,NA,NA,83,6,"Sinker",7,7,7,7,7,7,7,7,"Standard","Standard",238,0,0,NA
"CH",2020-09-07,92.3,-2.82,5.05,"Castro, Miguel",547180,612434,NA,"ball",NA,NA,NA,NA,9,"Bryce Harper lines out to right fielder Michael Conforto.   Rhys Hoskins to 3rd.","R","L","R","NYM","PHI","B",NA,NA,2,2,2020,-1.35,0.28,0.76,1.47,NA,656555,NA,0,10,"Top",NA,NA,NA,NA,455139,NA,NA,12.1142681019833,-133.891230391988,-3.95044498236473,-18.7602987974806,27.0085956080397,-28.0700547560566,2.88,1.43,NA,NA,NA,93.1,2215,6.8,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.82,NA,NA,NA,NA,NA,NA,NA,83,5,"Changeup",7,7,7,7,7,7,7,7,"Standard","Standard",239,0,0.142,NA
"SL",2020-09-07,87.5,-2.86,5.01,"Castro, Miguel",547180,612434,NA,"blocked_ball",NA,NA,NA,NA,14,"Bryce Harper lines out to right fielder Michael Conforto.   Rhys Hoskins to 3rd.","R","L","R","NYM","PHI","B",NA,NA,1,2,2020,0.19,0.11,1.68,0.89,NA,656555,NA,0,10,"Top",NA,NA,NA,NA,455139,NA,NA,10.5943093240957,-126.979885351124,-4.00738776950321,-0.107132158845974,26.0895120164525,-30.3529475456883,2.88,1.54,NA,NA,NA,87.7,3165,6.6,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.86,NA,NA,NA,NA,NA,NA,NA,83,4,"Slider",7,7,7,7,7,7,7,7,"Standard","Standard",50,0,0.028,NA
"SI",2020-09-07,98.6,-2.77,5.05,"Castro, Miguel",547180,612434,NA,"foul",NA,NA,NA,NA,9,"Bryce Harper lines out to right fielder Michael Conforto.   Rhys Hoskins to 3rd.","R","L","R","NYM","PHI","S",NA,NA,1,1,2020,-1.55,0.58,0.47,1.53,NA,656555,NA,0,10,"Top",NA,NA,NA,NA,455139,NA,NA,12.507546390238,-142.916341849628,-5.46696492033287,-24.2011912290746,33.7453123106569,-23.0535933133445,3.21,1.65,4,93,-22,99.1,2442,6.9,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.77,NA,NA,NA,NA,NA,NA,NA,83,3,"Sinker",7,7,7,7,7,7,7,7,"Standard","Standard",243,0,-0.107,NA
"SI",2020-09-07,98.5,-2.89,4.89,"Castro, Miguel",547180,612434,NA,"foul",NA,NA,NA,NA,9,"Bryce Harper lines out to right fielder Michael Conforto.   Rhys Hoskins to 3rd.","R","L","R","NYM","PHI","S",NA,NA,1,0,2020,-1.48,0.69,0.5,1.73,NA,656555,NA,0,10,"Top",NA,NA,NA,NA,455139,NA,NA,12.6764558571021,-142.878609932443,-4.72207192539617,-23.1478758883969,31.7031817067857,-21.8209626105415,3.21,1.65,190,89.9,69,99,2336,6.6,631225,612434,455139,642086,429664,605204,665926,643446,607043,624424,-2.89,NA,NA,NA,NA,NA,NA,NA,83,2,"Sinker",7,7,7,7,7,7,7,7,"Standard","Standard",238,0,-0.088,NA
