"SKU","Shape","Carat","Clarity","Color","Polish","Symmetry","Fluorescence","Measurements","Lab","Cut","x","y","z","price","listingURL","imgURL","priceClean"
"sku_134801 ","Cushion",1.01,"SI2","I","Excellent","Excellent","None","6.13x5.56x3.78","GIA",NA,6.13,5.56,3.78,"$2,530.00","https://diamondsdirect.com/cushion-1-01-i-si2-134801/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/120460/images/129293/220906-129__82403.1675319225.220.290.jpg?c=1",2530
"sku_136456 ","Oval",1.01,"VVS2","FALSE","Excellent","Very Good","Faint","7.64x5.60x3.44","GIA",NA,7.64,5.6,3.44,"$8,604.00","https://diamondsdirect.com/oval-1-01-f-vvs2-136456/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/122460/images/131293/220911-41__04679.1675330441.220.290.jpg?c=1",8604
"sku_123881 ","Princess",0.5,"VVS2","J","Excellent","Very Good","Faint","4.40-4.35x3.04","GIA",NA,4.4,4.35,3.04,"$961.00","https://diamondsdirect.com/princess-0-5-j-vvs2-123881/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/109545/images/117027/222244-211__07632.1675335479.220.290.jpg?c=1",961
"sku_129124 ","Cushion",1.01,"VVS2","E","Excellent","Excellent","Medium","5.90x5.55x3.80","GIA",NA,5.9,5.55,3.8,"$4,584.00","https://diamondsdirect.com/cushion-1-01-e-vvs2-129124/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/114796/images/122881/220755-175__31262.1675304874.220.290.jpg?c=1",4584
"sku_138388 ","Oval",1.01,"VS1","E","Excellent","Very Good","Strong","8.60x5.45x3.25","GIA",NA,8.6,5.45,3.25,"$6,900.00","https://diamondsdirect.com/oval-1-01-e-vs1-138388/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/124052/images/132885/220897-352__16871.1675332975.220.290.jpg?c=1",6900
"sku_107321 ","Cushion",1.01,"VS1","J","Excellent","Excellent","None","5.82x5.38x3.73","GIA",NA,5.82,5.38,3.73,"$2,887.00","https://diamondsdirect.com/cushion-1-01-j-vs1-107321/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/81014/images/84348/220380-186__73413.1675334752.220.290.jpg?c=1",2887
"sku_67131 ","Cushion",1.01,"SI1","J","Excellent","Very Good","None","6.34x5.34x3.60","GIA",NA,6.34,5.34,3.6,"$2,328.00","https://diamondsdirect.com/cushion-1-01-j-si1-67131/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/58938/images/62375/221293-398__11473.1675334510.220.290.jpg?c=1",2328
"sku_125163 ","Radiant",1.01,"VVS1","D","Excellent","Excellent","Faint","6.04-4.95x3.46","GIA",NA,6.04,4.95,3.46,"$9,389.00","https://diamondsdirect.com/radiant-1-01-d-vvs1-125163/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/110906/images/118710/NY214260-3__60975.1675334564.220.290.jpg?c=1",9389
"sku_102867 ","Radiant",1.01,"VS2","FALSE","Excellent","Very Good","Strong","6.12x4.93x3.46","GIA",NA,6.12,4.93,3.46,"$3,856.00","https://diamondsdirect.com/radiant-1-01-f-vs2-102867/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/96097/images/99366/221267-143__87504.1675331164.220.290.jpg?c=1",3856
"sku_134790 ","Cushion",1.01,"VS1","I","Excellent","Excellent","None","6.39x5.48x3.71","GIA",NA,6.39,5.48,3.71,"$3,539.00","https://diamondsdirect.com/cushion-1-01-i-vs1-134790/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/120428/images/129261/220900-286__46671.1675333523.220.290.jpg?c=1",3539
"sku_137589 ","Round",1.01,"SI1","J","Excellent","Excellent","Faint","6.36-6.40x3.99","GIA","Excellent",6.36,6.4,3.99,"$4,927.00","https://diamondsdirect.com/round-1-01-j-si1-137589/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/123163/images/131996/220938-45__49379.1675333612.220.290.jpg?c=1",4927
"sku_81311 ","Round",1.01,"VVS1","H","Excellent","Excellent","Strong","6.46-6.51x3.94","GIA","Excellent",6.46,6.51,3.94,"$7,686.00","https://diamondsdirect.com/round-1-01-h-vvs1-81311/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/80163/images/83499/220524-212__53723.1675334320.220.290.jpg?c=1",7686
"sku_113115 ","Princess",0.5,"VS1","I","Excellent","Very Good","None","4.26x4.12x3.07","GIA",NA,4.26,4.12,3.07,"$977.00","https://diamondsdirect.com/princess-0-5-i-vs1-113115/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/104325/images/109902/223550-741__53906.1675331502.220.290.jpg?c=1",977
"sku_124980 ","Round",1.01,"SI2","FALSE","Excellent","Very Good","None","6.19-6.25x4.03","GIA","Very Good",6.19,6.25,4.03,"$5,564.00","https://diamondsdirect.com/round-1-01-f-si2-124980/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/110732/images/118536/NY220292-381__97845.1675319841.220.290.jpg?c=1",5564
"sku_137229 ","Round",1.01,"VS2","H","Excellent","Excellent","None","6.37-6.40x4.01","GIA","Excellent",6.37,6.4,4.01,"$8,038.00","https://diamondsdirect.com/round-1-01-h-vs2-137229/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/122941/images/131774/220891-123__66879.1675331569.220.290.jpg?c=1",8038
"sku_136839 ","Radiant",1.01,"SI2","I","Excellent","Excellent","None","6.37x5.06x3.28","GIA",NA,6.37,5.06,3.28,"$3,148.00","https://diamondsdirect.com/radiant-1-01-i-si2-136839/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/121944/images/130777/220892-241__97395.1675313117.220.290.jpg?c=1",3148
"sku_125160 ","Radiant",1.01,"SI2","G","Excellent","Excellent","None","7.07-4.76x3.26","GIA",NA,7.07,4.76,3.26,"$4,552.00","https://diamondsdirect.com/radiant-1-01-g-si2-125160/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/110907/images/118711/NY211380-15__89804.1675333465.220.290.jpg?c=1",4552
"sku_137457 ","Cushion",1.01,"VS2","I","Excellent","Excellent","None","5.83x5.35x3.70","GIA",NA,5.83,5.35,3.7,"$3,076.00","https://diamondsdirect.com/cushion-1-01-i-vs2-137457/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/122916/images/131749/220903-144__96391.1675334463.220.290.jpg?c=1",3076
"sku_110680 ","Round",1.01,"FL/IF","D","Excellent","Excellent","Medium","6.35-6.40x4.00","GIA","Excellent",6.35,6.4,4,"$14,312.00","https://diamondsdirect.com/round-1-01-d-if-110680/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/101889/images/107471/220543-229__06490.1675335274.220.290.jpg?c=1",14312
"sku_103637 ","Radiant",1.01,"SI2","H","Excellent","Very Good","None","5.64x5.51x3.77","GIA",NA,5.64,5.51,3.77,"$2,637.00","https://diamondsdirect.com/radiant-1-01-h-si2-103637/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/97714/images/100975/220459-706__07009.1675327572.220.290.jpg?c=1",2637
"sku_102921 ","Radiant",1.01,"VVS2","H","Excellent","Very Good","Faint","6.17x4.92x3.47","GIA",NA,6.17,4.92,3.47,"$3,833.00","https://diamondsdirect.com/radiant-1-01-h-vvs2-102921/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/97479/images/100741/221246-66__66626.1675335224.220.290.jpg?c=1",3833
"sku_136448 ","Oval",1.01,"VS1","I","Excellent","Excellent","Faint","7.54x5.63x3.57","GIA",NA,7.54,5.63,3.57,"$5,050.00","https://diamondsdirect.com/oval-1-01-i-vs1-136448/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/121491/images/130324/220908-62__94977.1675335406.220.290.jpg?c=1",5050
"sku_140259 ","Princess",0.5,"SI1","D","Excellent","Very Good","None","4.52x4.39x3.12","GIA",NA,4.52,4.39,3.12,"$1,190.00","https://diamondsdirect.com/princess-0-5-d-si1-140259/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/130919/images/140777/221360-66__39668.1675334288.220.290.jpg?c=1",1190
"sku_137590 ","Round",1.01,"VS2","FALSE","Excellent","Excellent","Strong","6.33-6.38x4.02","GIA","Excellent",6.33,6.38,4.02,"$6,648.00","https://diamondsdirect.com/round-1-01-f-vs2-137590/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/123250/images/132083/220906-354__29870.1675333612.220.290.jpg?c=1",6648
"sku_125065 ","Heart",1.01,"SI2","G","Excellent","Excellent","None","5.64-6.97x3.94","GIA",NA,5.64,6.97,3.94,"$3,756.00","https://diamondsdirect.com/heart-1-01-g-si2-125065/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/110798/images/118602/NY21079-3361__27353.1675335331.220.290.jpg?c=1",3756
"sku_102914 ","Radiant",1.01,"SI2","G","Excellent","Excellent","Faint","6.64x4.92x3.37","GIA",NA,6.64,4.92,3.37,"$3,205.00","https://diamondsdirect.com/radiant-1-01-g-si2-102914/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/96436/images/99703/222191-665__38031.1675335515.220.290.jpg?c=1",3205
"sku_137809 ","Radiant",1.01,"SI2","I","Excellent","Excellent","None","6.35x5.08x3.42","GIA",NA,6.35,5.08,3.42,"$3,288.00","https://diamondsdirect.com/radiant-1-01-i-si2-137809/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/123346/images/132179/220892-329__88091.1675328488.220.290.jpg?c=1",3288
"sku_124984 ","Round",1.01,"SI1","D","Excellent","Excellent","Medium","6.49-6.52x3.91","GIA","Excellent",6.49,6.52,3.91,"$7,576.00","https://diamondsdirect.com/round-1-01-d-si1-124984/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/110735/images/118539/NY777095-448__01528.1675329251.220.290.jpg?c=1",7576
"sku_107154 ","Cushion",1.01,"VVS2","G","Excellent","Very Good","None","5.94x5.27x3.62","GIA",NA,5.94,5.27,3.62,"$3,988.00","https://diamondsdirect.com/cushion-1-01-g-vvs2-107154/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/80024/images/83357/220726-222__51437.1675328428.220.290.jpg?c=1",3988
"sku_131920 ","Radiant",1.01,"VS2","D","Excellent","Excellent","Medium","6.19x4.92x3.37","GIA",NA,6.19,4.92,3.37,"$4,251.00","https://diamondsdirect.com/radiant-1-01-d-vs2-131920/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/117489/images/125663/220829-149__42882.1675325973.220.290.jpg?c=1",4251
"sku_126557 ","Pear",1.01,"SI1","FALSE","Excellent","Excellent","Medium","8.60x5.64x3.58","GIA",NA,8.6,5.64,3.58,"$5,597.00","https://diamondsdirect.com/pear-1-01-f-si1-126557/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/112282/images/120194/220717-18__27398.1675329909.220.290.jpg?c=1",5597
"sku_102843 ","Radiant",1.01,"VS2","E","Excellent","Excellent","Medium","6.29x5.11x3.23","GIA",NA,6.29,5.11,3.23,"$4,230.00","https://diamondsdirect.com/radiant-1-01-e-vs2-102843/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/75718/images/79054/220773-338__74634.1675331867.220.290.jpg?c=1",4230
"sku_126732 ","Princess",0.5,"VS1","H","Excellent","Very Good","None","4.45x4.37x3.21","GIA",NA,4.45,4.37,3.21,"$1,175.00","https://diamondsdirect.com/princess-0-5-h-vs1-126732/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/112446/images/120356/223465-107__43957.1675333873.220.290.jpg?c=1",1175
"sku_131317 ","Oval",1.01,"SI2","H","Excellent","Very Good","Faint","7.41x5.52x3.44","GIA",NA,7.41,5.52,3.44,"$3,352.00","https://diamondsdirect.com/oval-1-01-h-si2-131317/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/117002/images/125161/220886-452__86853.1675328373.220.290.jpg?c=1",3352
"sku_130839 ","Cushion",1.01,"VVS1","E","Excellent","Excellent","Faint","5.51x5.49x3.83","GIA",NA,5.51,5.49,3.83,"$5,626.00","https://diamondsdirect.com/cushion-1-01-e-vvs1-130839/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/116474/images/124560/220785-651__24366.1675333865.220.290.jpg?c=1",5626
"sku_107116 ","Cushion",1.01,"VVS2","FALSE","Excellent","Very Good","Faint","6.30x5.12x3.56","GIA",NA,6.3,5.12,3.56,"$4,449.00","https://diamondsdirect.com/cushion-1-01-f-vvs2-107116/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/80412/images/83747/220434-11__85043.1675334821.220.290.jpg?c=1",4449
"sku_67137 ","Cushion",1.01,"VS1","K","Excellent","Excellent","None","5.83x5.54x3.80","GIA",NA,5.83,5.54,3.8,"$2,324.00","https://diamondsdirect.com/cushion-1-01-k-vs1-67137/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/58932/images/62370/221293-413__81106.1675334129.220.290.jpg?c=1",2324
"sku_67052 ","Cushion",1.01,"VS1","FALSE","Very Good","Very Good","Faint","6.17x5.57x3.66","GIA",NA,6.17,5.57,3.66,"$4,241.00","https://diamondsdirect.com/cushion-1-01-f-vs1-67052/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/58870/images/62306/221252-81__65653.1675330377.220.290.jpg?c=1",4241
"sku_107241 ","Cushion",1.01,"SI1","H","Excellent","Very Good","None","5.54x5.52x3.84","GIA",NA,5.54,5.52,3.84,"$2,699.00","https://diamondsdirect.com/cushion-1-01-h-si1-107241/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/80076/images/83411/221305-247__22833.1675331739.220.290.jpg?c=1",2699
"sku_67044 ","Cushion",1.01,"SI2","E","Excellent","Excellent","Faint","5.99x5.55x3.78","GIA",NA,5.99,5.55,3.78,"$3,160.00","https://diamondsdirect.com/cushion-1-01-e-si2-67044/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/58849/images/62283/220532-162__79661.1675333115.220.290.jpg?c=1",3160
"sku_124387 ","Cushion",1.01,"SI2","E","Excellent","Excellent","None","5.91x5.68x3.84","GIA",NA,5.91,5.68,3.84,"$2,570.00","https://diamondsdirect.com/cushion-1-01-e-si2-124387/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/110139/images/117943/220828-87__93398.1675334243.220.290.jpg?c=1",2570
"sku_127299 ","Round",1.01,"SI1","I","Excellent","Excellent","Faint","6.32-6.36x4.03","GIA","Excellent",6.32,6.36,4.03,"$4,733.00","https://diamondsdirect.com/round-1-01-i-si1-127299/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/112995/images/121077/220771-103__86548.1675321150.220.290.jpg?c=1",4733
"sku_81617 ","Round",1.01,"VS2","J","Excellent","Excellent","Strong","6.43-6.46x3.95","GIA","Excellent",6.43,6.46,3.95,"$4,046.00","https://diamondsdirect.com/round-1-01-j-vs2-81617/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/80722/images/84055/220713-108__25351.1675334385.220.290.jpg?c=1",4046
"sku_97137 ","Princess",0.5,"VS2","I","Excellent","Good","None","4.31x4.22x2.97","GIA",NA,4.31,4.22,2.97,"$901.00","https://diamondsdirect.com/princess-0-5-i-vs2-97137/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/69858/images/73231/223485-761__60960.1675331125.220.290.jpg?c=1",901
"sku_107140 ","Cushion",1.01,"SI1","FALSE","Excellent","Excellent","Medium","5.81x5.42x3.75","GIA",NA,5.81,5.42,3.75,"$2,737.00","https://diamondsdirect.com/cushion-1-01-f-si1-107140/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/98607/images/101858/221185-80__95519.1675325968.220.290.jpg?c=1",2737
"sku_112893 ","Pear",1.01,"VVS1","E","Excellent","Excellent","Medium","8.43x5.54x3.51","GIA",NA,8.43,5.54,3.51,"$8,085.00","https://diamondsdirect.com/pear-1-01-e-vvs1-112893/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/104104/images/109682/220773-367__20712.1675335337.220.290.jpg?c=1",8085
"sku_102856 ","Radiant",1.01,"VVS2","FALSE","Excellent","Excellent","None","6.51x4.67x3.29","GIA",NA,6.51,4.67,3.29,"$5,518.00","https://diamondsdirect.com/radiant-1-01-f-vvs2-102856/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/96077/images/99346/221235-242__94079.1675330005.220.290.jpg?c=1",5518
"sku_67138 ","Cushion",1.01,"VS1","K","Excellent","Excellent","Faint","5.94x5.69x3.81","GIA",NA,5.94,5.69,3.81,"$2,259.00","https://diamondsdirect.com/cushion-1-01-k-vs1-67138/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/59017/images/62454/220484-127__65573.1675335306.220.290.jpg?c=1",2259
"sku_124983 ","Round",1.01,"VS2","I","Excellent","Excellent","None","6.34-6.38x4.03","GIA","Excellent",6.34,6.38,4.03,"$7,370.00","https://diamondsdirect.com/round-1-01-i-vs2-124983/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/110719/images/118523/NY211176-116__40523.1675334718.220.290.jpg?c=1",7370
"sku_124978 ","Round",1.01,"VS2","E","Excellent","Excellent","Medium","6.33-6.38x3.99","GIA","Excellent",6.33,6.38,3.99,"$8,830.00","https://diamondsdirect.com/round-1-01-e-vs2-124978/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/110729/images/118533/NY220102-131__87692.1675318687.220.290.jpg?c=1",8830
"sku_138062 ","Round",1.01,"SI2","G","Excellent","Excellent","None","6.37-6.41x4.00","GIA","Excellent",6.37,6.41,4,"$5,237.00","https://diamondsdirect.com/round-1-01-g-si2-138062/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/123901/images/132734/221346-122__57905.1675332242.220.290.jpg?c=1",5237
"sku_67108 ","Cushion",1.01,"VVS2","I","Excellent","Excellent","Faint","5.74x5.73x3.93","GIA",NA,5.74,5.73,3.93,"$3,338.00","https://diamondsdirect.com/cushion-1-01-i-vvs2-67108/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/58869/images/62305/221280-74__13714.1675331551.220.290.jpg?c=1",3338
"sku_67110 ","Cushion",1.01,"VS1","I","Excellent","Excellent","Faint","5.96x5.42x3.67","GIA",NA,5.96,5.42,3.67,"$2,899.00","https://diamondsdirect.com/cushion-1-01-i-vs1-67110/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/58893/images/62329/220734-115__59290.1675309022.220.290.jpg?c=1",2899
"sku_143435 ","Princess",0.5,"SI2","J","Very Good","Very Good","Faint","4.52x4.39x3.00","GIA",NA,4.52,4.39,3,"$786.00","https://diamondsdirect.com/princess-0-5-j-si2-143435/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/130916/images/140774/224027-7__53819.1675326725.220.290.jpg?c=1",786
"sku_102892 ","Radiant",1.01,"VS1","G","Excellent","Excellent","Faint","6.28x5.02x3.45","GIA",NA,6.28,5.02,3.45,"$4,954.00","https://diamondsdirect.com/radiant-1-01-g-vs1-102892/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/97466/images/100726/220769-191__65512.1675324033.220.290.jpg?c=1",4954
"sku_123163 ","Cushion",1.01,"SI2","J","Excellent","Very Good","None","5.82-5.61x3.85","GIA",NA,5.82,5.61,3.85,"$2,237.00","https://diamondsdirect.com/cushion-1-01-j-si2-123163/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/108897/images/116377/223578-276__88692.1675334023.220.290.jpg?c=1",2237
"sku_132265 ","Cushion",1.01,"SI2","J","Excellent","Excellent","None","6.01x5.46x3.71","GIA",NA,6.01,5.46,3.71,"$2,241.00","https://diamondsdirect.com/cushion-1-01-j-si2-132265/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/117896/images/126070/220828-100__44086.1675335333.220.290.jpg?c=1",2241
"sku_102895 ","Radiant",1.01,"VS1","G","Excellent","Excellent","Strong","6.40x4.89x3.36","GIA",NA,6.4,4.89,3.36,"$4,326.00","https://diamondsdirect.com/radiant-1-01-g-vs1-102895/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/96420/images/99690/221303-87__89931.1675332109.220.290.jpg?c=1",4326
"sku_137438 ","Radiant",1.01,"SI2","I","Excellent","Excellent","None","7.37x4.81x2.83","GIA",NA,7.37,4.81,2.83,"$2,862.00","https://diamondsdirect.com/radiant-1-01-i-si2-137438/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/122896/images/131729/220897-330__86749.1675335498.220.290.jpg?c=1",2862
"sku_135850 ","Round",1.01,"VS2","G","Excellent","Excellent","None","6.32-6.36x4.00","GIA","Excellent",6.32,6.36,4,"$8,465.00","https://diamondsdirect.com/round-1-01-g-vs2-135850/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/122212/images/131045/220896-56__60145.1675328368.220.290.jpg?c=1",8465
"sku_136498 ","Oval",1.01,"SI1","FALSE","Excellent","Excellent","None","7.54x5.62x3.50","GIA",NA,7.54,5.62,3.5,"$5,660.00","https://diamondsdirect.com/oval-1-01-f-si1-136498/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/122127/images/130960/220905-8__54699.1675327940.220.290.jpg?c=1",5660
"sku_130029 ","Cushion",1.01,"SI2","H","Excellent","Very Good","None","6.87x5.18x3.45","GIA",NA,6.87,5.18,3.45,"$2,545.00","https://diamondsdirect.com/cushion-1-01-h-si2-130029/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/115707/images/123792/221320-284__74466.1675334147.220.290.jpg?c=1",2545
"sku_143365 ","Marquise",0.5,"VS2","D","Very Good","Very Good","Strong","8.46x4.06x2.48","GIA",NA,8.46,4.06,2.48,"$1,485.00","https://diamondsdirect.com/marquise-0-5-d-vs2-143365/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/130825/images/140680/220988-63__11575.1675334596.220.290.jpg?c=1",1485
"sku_107110 ","Cushion",1.01,"SI2","E","Excellent","Excellent","None","5.72x5.51x3.77","GIA",NA,5.72,5.51,3.77,"$2,848.00","https://diamondsdirect.com/cushion-1-01-e-si2-107110/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/81764/images/85100/220588-328__00498.1675326885.220.290.jpg?c=1",2848
"sku_136819 ","Radiant",1.01,"SI2","K","Very Good","Very Good","None","6.70x4.84x3.08","GIA",NA,6.7,4.84,3.08,"$2,005.00","https://diamondsdirect.com/radiant-1-01-k-si2-136819/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/122024/images/130857/220892-302__02966.1675327850.220.290.jpg?c=1",2005
"sku_110975 ","Pear",1.01,"FL/IF","E","Excellent","Very Good","Medium","9.35x5.29x3.44","GIA",NA,9.35,5.29,3.44,"$7,572.00","https://diamondsdirect.com/pear-1-01-e-if-110975/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/102185/images/107765/227084-11__07610.1675324677.220.290.jpg?c=1",7572
"sku_136499 ","Oval",1.01,"FL/IF","D","Excellent","Excellent","None","8.73x5.40x3.21","GIA",NA,8.73,5.4,3.21,"$13,326.00","https://diamondsdirect.com/oval-1-01-d-if-136499/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/121754/images/130587/220842-809__98387.1675335412.220.290.jpg?c=1",13326
"sku_107342 ","Cushion",1.01,"VS1","K","Excellent","Excellent","None","5.57x5.27x3.67","GIA",NA,5.57,5.27,3.67,"$2,302.00","https://diamondsdirect.com/cushion-1-01-k-vs1-107342/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/80792/images/84125/220471-470__29923.1675330156.220.290.jpg?c=1",2302
"sku_102882 ","Radiant",1.01,"VVS2","G","Excellent","Very Good","None","6.23x4.97x3.37","GIA",NA,6.23,4.97,3.37,"$4,981.00","https://diamondsdirect.com/radiant-1-01-g-vvs2-102882/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/97283/images/100544/220715-198__23909.1675321558.220.290.jpg?c=1",4981
"sku_96758 ","Marquise",1.01,"VS1","E","Excellent","Excellent","Strong","10.88x5.04x2.94","GIA",NA,10.88,5.04,2.94,"$7,117.00","https://diamondsdirect.com/marquise-1-01-e-vs1-96758/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/69570/images/72946/221281-29__79753.1675326294.220.290.jpg?c=1",7117
"sku_102909 ","Radiant",1.01,"SI1","G","Excellent","Good","Medium","7.37x4.75x3.24","GIA",NA,7.37,4.75,3.24,"$2,975.00","https://diamondsdirect.com/radiant-1-01-g-si1-102909/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/96093/images/99362/220764-247__97118.1675333770.220.290.jpg?c=1",2975
"sku_125159 ","Radiant",1.01,"SI1","E","Excellent","Excellent","Faint","6.29-5.08x3.33","GIA",NA,6.29,5.08,3.33,"$4,619.00","https://diamondsdirect.com/radiant-1-01-e-si1-125159/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/110897/images/118701/NY214142-115__59018.1675334430.220.290.jpg?c=1",4619
"sku_144787 ","Round",0.5,"VVS2","G","Excellent","Excellent","None","5.04-5.07x3.16","GIA","Excellent",5.04,5.07,3.16,"$2,092.00","https://diamondsdirect.com/round-0-5-g-vvs2-144787/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/132462/images/143081/225107-217__45757.1675328147.220.290.jpg?c=1",2092
"sku_67126 ","Cushion",1.01,"VS1","J","Excellent","Excellent","None","5.69x5.56x3.78","GIA",NA,5.69,5.56,3.78,"$2,893.00","https://diamondsdirect.com/cushion-1-01-j-vs1-67126/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/58935/images/62369/220073-762__00673.1675334873.220.290.jpg?c=1",2893
"sku_138402 ","Marquise",1.01,"VS1","J","Excellent","Very Good","Faint","9.51x5.14x3.37","GIA",NA,9.51,5.14,3.37,"$4,705.00","https://diamondsdirect.com/marquise-1-01-j-vs1-138402/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/123829/images/132662/221352-59__84477.1675333825.220.290.jpg?c=1",4705
"sku_132057 ","Round",1.01,"FL/IF","G","Excellent","Excellent","Medium","6.35-6.39x4.00","GIA","Excellent",6.35,6.39,4,"$9,075.00","https://diamondsdirect.com/round-1-01-g-if-132057/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/117801/images/125975/220862-127__43402.1675330203.220.290.jpg?c=1",9075
"sku_103033 ","Radiant",1.01,"VS2","D","Excellent","Excellent","Strong","6.01x4.89x3.45","GIA",NA,6.01,4.89,3.45,"$3,892.00","https://diamondsdirect.com/radiant-1-01-d-vs2-103033/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/95772/images/99040/221217-84__99026.1675322786.220.290.jpg?c=1",3892
"sku_125136 ","Princess",1.01,"VS2","I","Excellent","Very Good","None","5.33-5.29x3.89","GIA",NA,5.33,5.29,3.89,"$5,073.00","https://diamondsdirect.com/princess-1-01-i-vs2-125136/?c_id=149","https://cdn11.bigcommerce.com/s-2ugu70me6s/products/110886/images/118690/NY223236-5__03318.1675334902.220.290.jpg?c=1",5073
